Channel              :,CH1,CH2
Frequency            :,60.00Hz,59.97Hz
Period               :,16.67ms,16.67ms
PK-PK                :,8.200V?,1.080V
Probe attenuation    :,1X,1X
Voltage per ADC value:,2.500000mV,2.500000mV
Time interval        :,20.00000uS,20.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
493,1400.000000,-240.000000
494,1440.000000,-240.000000
495,1440.000000,-240.000000
496,1440.000000,-240.000000
497,1480.000000,-240.000000
498,1480.000000,-240.000000
499,1480.000000,-240.000000
500,1560.000000,-240.000000
501,1560.000000,-280.000000
502,1560.000000,-280.000000
503,1600.000000,-280.000000
504,1600.000000,-280.000000
505,1640.000000,-280.000000
506,1640.000000,-280.000000
507,1680.000000,-280.000000
508,1680.000000,-280.000000
509,1720.000000,-280.000000
510,1720.000000,-280.000000
511,1760.000000,-280.000000
512,1800.000000,-280.000000
513,1800.000000,-280.000000
514,1800.000000,-280.000000
515,1840.000000,-280.000000
516,1840.000000,-320.000000
517,1840.000000,-320.000000
518,1880.000000,-320.000000
519,1880.000000,-280.000000
520,1920.000000,-320.000000
521,1880.000000,-320.000000
522,1960.000000,-320.000000
523,1960.000000,-320.000000
524,1960.000000,-320.000000
525,2000.000000,-320.000000
526,2000.000000,-320.000000
527,2040.000000,-320.000000
528,2080.000000,-320.000000
529,2080.000000,-320.000000
530,2080.000000,-360.000000
531,2120.000000,-360.000000
532,2120.000000,-320.000000
533,2120.000000,-360.000000
534,2120.000000,-360.000000
535,2160.000000,-360.000000
536,2160.000000,-320.000000
537,2200.000000,-360.000000
538,2240.000000,-360.000000
539,2240.000000,-360.000000
540,2240.000000,-400.000000
541,2280.000000,-360.000000
542,2280.000000,-360.000000
543,2280.000000,-360.000000
544,2320.000000,-360.000000
545,2320.000000,-360.000000
546,2320.000000,-360.000000
547,2360.000000,-400.000000
548,2400.000000,-360.000000
549,2400.000000,-400.000000
550,2440.000000,-400.000000
551,2400.000000,-400.000000
552,2440.000000,-440.000000
553,2440.000000,-400.000000
554,2440.000000,-400.000000
555,2480.000000,-400.000000
556,2480.000000,-400.000000
557,2480.000000,-400.000000
558,2520.000000,-400.000000
559,2520.000000,-400.000000
560,2520.000000,-400.000000
561,2560.000000,-400.000000
562,2560.000000,-440.000000
563,2560.000000,-400.000000
564,2600.000000,-400.000000
565,2600.000000,-440.000000
566,2600.000000,-440.000000
567,2640.000000,-440.000000
568,2640.000000,-440.000000
569,2640.000000,-400.000000
570,2680.000000,-440.000000
571,2680.000000,-400.000000
572,2680.000000,-440.000000
573,2680.000000,-440.000000
574,2720.000000,-440.000000
575,2720.000000,-440.000000
576,2760.000000,-440.000000
577,2760.000000,-440.000000
578,2720.000000,-440.000000
579,2760.000000,-440.000000
580,2800.000000,-440.000000
581,2800.000000,-440.000000
582,2760.000000,-440.000000
583,2800.000000,-440.000000
584,2800.000000,-440.000000
585,2840.000000,-480.000000
586,2840.000000,-480.000000
587,2840.000000,-480.000000
588,2840.000000,-480.000000
589,2840.000000,-440.000000
590,2840.000000,-480.000000
591,2840.000000,-480.000000
592,2880.000000,-480.000000
593,2880.000000,-480.000000
594,2880.000000,-480.000000
595,2920.000000,-480.000000
596,2920.000000,-480.000000
597,2920.000000,-480.000000
598,2920.000000,-480.000000
599,2920.000000,-440.000000
600,2960.000000,-480.000000
601,2920.000000,-480.000000
602,2920.000000,-480.000000
603,2920.000000,-480.000000
604,2960.000000,-480.000000
605,2960.000000,-440.000000
606,2960.000000,-480.000000
607,2960.000000,-480.000000
608,2960.000000,-480.000000
609,2960.000000,-480.000000
610,2960.000000,-480.000000
611,3000.000000,-480.000000
612,3000.000000,-480.000000
613,3000.000000,-480.000000
614,3000.000000,-480.000000
615,3000.000000,-480.000000
616,3000.000000,-480.000000
617,3040.000000,-480.000000
618,3040.000000,-480.000000
619,3040.000000,-480.000000
620,3040.000000,-480.000000
621,3000.000000,-480.000000
622,3000.000000,-480.000000
623,3040.000000,-480.000000
624,3000.000000,-480.000000
625,3040.000000,-520.000000
626,3040.000000,-480.000000
627,3040.000000,-480.000000
628,3080.000000,-480.000000
629,3040.000000,-480.000000
630,3040.000000,-480.000000
631,3040.000000,-480.000000
632,3040.000000,-480.000000
633,3040.000000,-480.000000
634,3040.000000,-480.000000
635,3040.000000,-480.000000
636,3040.000000,-480.000000
637,3040.000000,-480.000000
638,3040.000000,-480.000000
639,3080.000000,-480.000000
640,3040.000000,-480.000000
641,3040.000000,-440.000000
642,3040.000000,-480.000000
643,3040.000000,-480.000000
644,3040.000000,-480.000000
645,3080.000000,-480.000000
646,3040.000000,-480.000000
647,3040.000000,-480.000000
648,3040.000000,-480.000000
649,3040.000000,-480.000000
650,3040.000000,-480.000000
651,3000.000000,-480.000000
652,3040.000000,-480.000000
653,3000.000000,-480.000000
654,3040.000000,-480.000000
655,3080.000000,-480.000000
656,3000.000000,-480.000000
657,3040.000000,-480.000000
658,3000.000000,-480.000000
659,3000.000000,-480.000000
660,3000.000000,-480.000000
661,3000.000000,-480.000000
662,3000.000000,-480.000000
663,3000.000000,-480.000000
664,3000.000000,-480.000000
665,3000.000000,-480.000000
666,2960.000000,-480.000000
667,2960.000000,-480.000000
668,2960.000000,-440.000000
669,2960.000000,-440.000000
670,2960.000000,-480.000000
671,2960.000000,-480.000000
672,2920.000000,-480.000000
673,2960.000000,-480.000000
674,2920.000000,-480.000000
675,2920.000000,-480.000000
676,2920.000000,-480.000000
677,2920.000000,-480.000000
678,2920.000000,-480.000000
679,2920.000000,-440.000000
680,2920.000000,-440.000000
681,2880.000000,-440.000000
682,2880.000000,-440.000000
683,2880.000000,-440.000000
684,2880.000000,-440.000000
685,2880.000000,-440.000000
686,2840.000000,-480.000000
687,2840.000000,-440.000000
688,2840.000000,-440.000000
689,2800.000000,-440.000000
690,2840.000000,-440.000000
691,2800.000000,-480.000000
692,2800.000000,-480.000000
693,2760.000000,-440.000000
694,2800.000000,-440.000000
695,2800.000000,-440.000000
696,2760.000000,-440.000000
697,2760.000000,-440.000000
698,2760.000000,-440.000000
699,2720.000000,-440.000000
700,2720.000000,-400.000000
701,2720.000000,-440.000000
702,2680.000000,-440.000000
703,2680.000000,-400.000000
704,2680.000000,-400.000000
705,2680.000000,-440.000000
706,2640.000000,-400.000000
707,2640.000000,-440.000000
708,2640.000000,-400.000000
709,2600.000000,-400.000000
710,2600.000000,-400.000000
711,2600.000000,-400.000000
712,2560.000000,-400.000000
713,2560.000000,-400.000000
714,2560.000000,-400.000000
715,2520.000000,-400.000000
716,2520.000000,-360.000000
717,2480.000000,-400.000000
718,2480.000000,-400.000000
719,2480.000000,-400.000000
720,2480.000000,-400.000000
721,2440.000000,-400.000000
722,2440.000000,-400.000000
723,2440.000000,-360.000000
724,2400.000000,-400.000000
725,2400.000000,-400.000000
726,2360.000000,-400.000000
727,2360.000000,-360.000000
728,2360.000000,-360.000000
729,2320.000000,-360.000000
730,2360.000000,-400.000000
731,2320.000000,-400.000000
732,2280.000000,-360.000000
733,2280.000000,-360.000000
734,2280.000000,-320.000000
735,2280.000000,-360.000000
736,2240.000000,-360.000000
737,2200.000000,-360.000000
738,2200.000000,-320.000000
739,2200.000000,-360.000000
740,2200.000000,-360.000000
741,2160.000000,-320.000000
742,2120.000000,-320.000000
743,2120.000000,-320.000000
744,2120.000000,-320.000000
745,2080.000000,-320.000000
746,2080.000000,-320.000000
747,2080.000000,-320.000000
748,2040.000000,-320.000000
749,2000.000000,-320.000000
750,2000.000000,-320.000000
751,2000.000000,-320.000000
752,1960.000000,-280.000000
753,1960.000000,-320.000000
754,1960.000000,-280.000000
755,1920.000000,-280.000000
756,1920.000000,-280.000000
757,1880.000000,-280.000000
758,1880.000000,-280.000000
759,1840.000000,-280.000000
760,1800.000000,-280.000000
761,1840.000000,-280.000000
762,1800.000000,-280.000000
763,1800.000000,-280.000000
764,1760.000000,-280.000000
765,1760.000000,-280.000000
766,1720.000000,-240.000000
767,1680.000000,-240.000000
768,1680.000000,-240.000000
769,1680.000000,-240.000000
770,1640.000000,-280.000000
771,1640.000000,-240.000000
772,1600.000000,-240.000000
773,1560.000000,-240.000000
774,1560.000000,-240.000000
775,1560.000000,-240.000000
776,1520.000000,-240.000000
777,1480.000000,-240.000000
778,1480.000000,-240.000000
779,1480.000000,-240.000000
780,1440.000000,-240.000000
781,1400.000000,-200.000000
782,1400.000000,-200.000000
783,1400.000000,-200.000000
784,1360.000000,-200.000000
785,1320.000000,-200.000000
786,1320.000000,-200.000000
787,1320.000000,-200.000000
788,1280.000000,-200.000000
789,1240.000000,-200.000000
790,1240.000000,-200.000000
791,1200.000000,-160.000000
792,1200.000000,-200.000000
793,1160.000000,-160.000000
794,1160.000000,-200.000000
795,1120.000000,-160.000000
796,1080.000000,-160.000000
797,1080.000000,-160.000000
798,1040.000000,-160.000000
799,1040.000000,-160.000000
800,1000.000000,-120.000000
801,1000.000000,-160.000000
802,1000.000000,-120.000000
803,960.000000,-120.000000
804,920.000000,-120.000000
805,880.000000,-120.000000
806,880.000000,-120.000000
807,840.000000,-120.000000
808,840.000000,-120.000000
809,800.000000,-120.000000
810,800.000000,-120.000000
811,760.000000,-120.000000
812,760.000000,-120.000000
813,760.000000,-80.000000
814,720.000000,-120.000000
815,720.000000,-80.000000
816,680.000000,-80.000000
817,640.000000,-80.000000
818,640.000000,-80.000000
819,600.000000,-80.000000
820,560.000000,-40.000000
821,560.000000,-80.000000
822,520.000000,-80.000000
823,520.000000,-80.000000
824,480.000000,-80.000000
825,480.000000,-40.000000
826,400.000000,-80.000000
827,400.000000,-40.000000
828,400.000000,-40.000000
829,360.000000,-40.000000
830,320.000000,-40.000000
831,280.000000,-40.000000
832,280.000000,0.000000
833,280.000000,-40.000000
834,240.000000,-40.000000
835,200.000000,0.000000
836,240.000000,0.000000
837,160.000000,-40.000000
838,160.000000,0.000000
839,160.000000,0.000000
840,120.000000,0.000000
841,80.000000,0.000000
842,40.000000,0.000000
843,40.000000,0.000000
844,0.000000,0.000000
845,0.000000,0.000000
846,0.000000,40.000000
847,-40.000000,0.000000
848,-80.000000,0.000000
849,-80.000000,40.000000
850,-120.000000,40.000000
851,-160.000000,40.000000
852,-160.000000,40.000000
853,-200.000000,40.000000
854,-200.000000,0.000000
855,-240.000000,40.000000
856,-240.000000,40.000000
857,-240.000000,80.000000
858,-240.000000,40.000000
859,-320.000000,40.000000
860,-360.000000,80.000000
861,-360.000000,80.000000
862,-400.000000,80.000000
863,-440.000000,80.000000
864,-440.000000,80.000000
865,-480.000000,80.000000
866,-480.000000,80.000000
867,-520.000000,120.000000
868,-560.000000,120.000000
869,-560.000000,80.000000
870,-560.000000,120.000000
871,-600.000000,80.000000
872,-640.000000,120.000000
873,-640.000000,120.000000
874,-680.000000,120.000000
875,-680.000000,120.000000
876,-720.000000,120.000000
877,-760.000000,120.000000
878,-760.000000,120.000000
879,-800.000000,120.000000
880,-840.000000,120.000000
881,-840.000000,160.000000
882,-840.000000,160.000000
883,-880.000000,160.000000
884,-880.000000,160.000000
885,-920.000000,160.000000
886,-960.000000,160.000000
887,-960.000000,160.000000
888,-960.000000,160.000000
889,-1000.000000,160.000000
890,-1040.000000,160.000000
891,-1040.000000,160.000000
892,-1040.000000,160.000000
893,-1080.000000,200.000000
894,-1120.000000,200.000000
895,-1120.000000,200.000000
896,-1160.000000,200.000000
897,-1160.000000,200.000000
898,-1200.000000,200.000000
899,-1200.000000,200.000000
900,-1240.000000,240.000000
901,-1240.000000,240.000000
902,-1280.000000,200.000000
903,-1320.000000,200.000000
904,-1320.000000,240.000000
905,-1360.000000,240.000000
906,-1360.000000,200.000000
907,-1360.000000,200.000000
908,-1440.000000,240.000000
909,-1440.000000,240.000000
910,-1440.000000,240.000000
911,-1440.000000,240.000000
912,-1480.000000,240.000000
913,-1480.000000,240.000000
914,-1520.000000,240.000000
915,-1520.000000,280.000000
916,-1560.000000,280.000000
917,-1600.000000,280.000000
918,-1600.000000,280.000000
919,-1640.000000,280.000000
920,-1640.000000,280.000000
921,-1640.000000,280.000000
922,-1680.000000,280.000000
923,-1720.000000,280.000000
924,-1720.000000,280.000000
925,-1760.000000,280.000000
926,-1760.000000,280.000000
927,-1800.000000,280.000000
928,-1800.000000,320.000000
929,-1800.000000,280.000000
930,-1840.000000,280.000000
931,-1840.000000,320.000000
932,-1880.000000,320.000000
933,-1880.000000,320.000000
934,-1920.000000,320.000000
935,-1920.000000,320.000000
936,-1960.000000,320.000000
937,-1960.000000,320.000000
938,-1960.000000,320.000000
939,-2000.000000,320.000000
940,-2000.000000,320.000000
941,-2000.000000,320.000000
942,-2040.000000,320.000000
943,-2040.000000,360.000000
944,-2080.000000,320.000000
945,-2080.000000,360.000000
946,-2120.000000,360.000000
947,-2160.000000,360.000000
948,-2160.000000,360.000000
949,-2160.000000,360.000000
950,-2200.000000,360.000000
951,-2160.000000,360.000000
952,-2200.000000,360.000000
953,-2200.000000,360.000000
954,-2240.000000,360.000000
955,-2240.000000,360.000000
956,-2240.000000,360.000000
957,-2280.000000,400.000000
958,-2280.000000,360.000000
959,-2320.000000,400.000000
960,-2320.000000,360.000000
